Census Tract FIPS code,County,Year,Inclusive Growth Score,RUCC_2023,Description,Shape,Is an Opportunity Zone,State.x,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Persol Income Score,"Persol Income Base, %","Persol Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %",FIPS,State.y,Population_2020,FID,STATEFP,COUNTYFP,TRACTCE,ME.x,MELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ME.y,variable.x,white_pop_estimate,white_pop_moe,ME.x.x,variable.y,bachelors_estimate,bachelors_moe,ME.y.y,variable.x.x,female_pop_estimate,female_pop_moe,ME.x.x.x,variable.y.y,employment_status_estimate,employment_status_moe,ME.y.y.y,variable.x.x.x,median_household_income_estimate,median_household_income_moe,ME.x.x.x.x,variable.y.y.y,vehicle_access_estimate,vehicle_access_moe,ME.y.y.y.y,variable.x.x.x.x,white_pov_estimate,white_pov_moe,ME,variable.y.y.y.y,hs_diploma_estimate,hs_diploma_moe
13139001301,Hall County,2022,52,3,"Metro - Counties in metro areas of fewer than 250,000 population",0,,Georgia,54,51,50,37,64,42,-5.2,-27.5,32,12.4,-42.3,92,2,14.8,39,78.2,76.1,86,86.7,95.7,41,59.5,55.5,60,64,55,65,-13.7,-7.2,74,,,53,28.6,22.3,16,4,1.9,64,45,58,84,23.5,32,47,60,34,39,15.8,7.6,82,,,51,84.6,84.9,34,42.1,44.9,4,29.5,6.9,49,88.3,88.2,13139,GA,203136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121001300,Fulton County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,49,59,52,38,67,25,-5.2,-32.2,50,12.4,-1.2,91,2,12.8,22,78.2,71.4,90,86.7,96.5,64,59.5,67,66,54,79,49,-13.7,-21.8,55,,,57,28.6,21.5,52,4,4.2,94,45,95,92,23.5,35.9,43,55,31,66,15.8,16.9,44,,,18,84.6,69.9,20,42.1,48.3,,29.5,,55,88.3,89.1,13121,GA,1066710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121008302,Fulton County,2022,30,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,41,20,44,60,29,60,-5.2,10.2,,12.4,,68,2,3.8,13,78.2,68,14,86.7,70.3,21,59.5,46.4,24,44,5,3,-13.7,-58.6,62,,,68,28.6,147.1,,,,4,45,5,6,23.5,11.2,24,20,27,10,15.8,-10.3,30,,,8,84.6,60.3,11,42.1,51.2,74,29.5,42.1,16,88.3,82,13121,GA,1066710,,,,,,,,,,,,,Census Tract 83.02; Fulton County; Georgia,B02001_002,60,40,Census Tract 83.02; Fulton County; Georgia,B15003_022,151,63,Census Tract 83.02; Fulton County; Georgia,B01001_026,955,216,Census Tract 83.02; Fulton County; Georgia,B23025_005,42,57,Census Tract 83.02; Fulton County; Georgia,B19019_001,,,Census Tract 83.02; Fulton County; Georgia,B08201_002,273,90,Census Tract 83.02; Fulton County; Georgia,B17001A_002,0,14,Census Tract 83.02; Fulton County; Georgia,B15003_017,422,106
13215010301,Muscogee County,2022,48,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,36,59,58,46,70,37,-5.2,-6.4,55,12.4,-3.8,90,2,12.5,17,78.2,69.8,74,86.7,92.9,100,59.5,97,35,29,41,33,-13.7,-16.7,,,,25,28.6,-3.1,,,,68,45,63,14,23.5,14.5,50,34,67,34,15.8,-11.5,,,,79,84.6,92.7,14,42.1,49.9,84,29.5,50.8,91,88.3,95.9,13215,GA,206922,,,,,,,,,,,,,Census Tract 103.01; Muscogee County; Georgia,B02001_002,1636,225,Census Tract 103.01; Muscogee County; Georgia,B15003_022,514,134,Census Tract 103.01; Muscogee County; Georgia,B01001_026,1149,154,Census Tract 103.01; Muscogee County; Georgia,B23025_005,33,38,Census Tract 103.01; Muscogee County; Georgia,B19019_001,123000,45185,Census Tract 103.01; Muscogee County; Georgia,B08201_002,24,23,Census Tract 103.01; Muscogee County; Georgia,B17001A_002,15,24,Census Tract 103.01; Muscogee County; Georgia,B15003_017,303,129
13089021502,DeKalb County,2022,65,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,65,65,58,65,52,54,-5.2,-2.5,76,12.4,42.9,47,2,1.7,21,78.2,71,83,86.7,95,57,59.5,63.1,76,63,90,39,-13.7,-26.5,84,,,65,28.6,30.6,87,4,8,97,45,98,87,23.5,33,60,66,53,56,15.8,11.1,75,,,55,84.6,86,33,42.1,45,,29.5,,71,88.3,91.6,13089,GA,764382,1487,13,89,21502,215.02,Census Tract 215.02,G5020,S,3591323,4067,33.8172846,-84.3411507,Census Tract 215.02; DeKalb County; Georgia,B02001_002,2909,452,Census Tract 215.02; DeKalb County; Georgia,B15003_022,1635,370,Census Tract 215.02; DeKalb County; Georgia,B01001_026,2398,431,Census Tract 215.02; DeKalb County; Georgia,B23025_005,159,113,Census Tract 215.02; DeKalb County; Georgia,B19019_001,105676,21756,Census Tract 215.02; DeKalb County; Georgia,B08201_002,84,60,Census Tract 215.02; DeKalb County; Georgia,B17001A_002,175,103,Census Tract 215.02; DeKalb County; Georgia,B15003_017,230,126
13181970200,Lincoln County,2022,50,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,56,44,54,62,45,70,-5.2,9.4,53,12.4,11.1,99,2,44.4,44,78.2,77.1,2,86.7,53.3,36,59.5,53.5,52,64,39,63,-13.7,14.3,,,,64,28.6,61.4,52,4,4.2,36,45,32,29,23.5,18.8,46,43,48,43,15.8,12.3,,,,41,84.6,81.9,46,42.1,42.7,71,29.5,40.1,33,88.3,85.7,13181,GA,7690,,,,,,,,,,,,,Census Tract 9702; Lincoln County; Georgia,B02001_002,3277,249,Census Tract 9702; Lincoln County; Georgia,B15003_022,369,111,Census Tract 9702; Lincoln County; Georgia,B01001_026,2194,199,Census Tract 9702; Lincoln County; Georgia,B23025_005,40,38,Census Tract 9702; Lincoln County; Georgia,B19019_001,56071,9889,Census Tract 9702; Lincoln County; Georgia,B08201_002,51,39,Census Tract 9702; Lincoln County; Georgia,B17001A_002,567,220,Census Tract 9702; Lincoln County; Georgia,B15003_017,1128,268
13121011414,Fulton County,2022,58,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,50,66,41,38,44,34,-5.2,-37.9,41,12.4,-29.6,69,2,4,13,78.2,67.5,74,86.7,92.9,22,59.5,46.9,60,45,76,34,-13.7,-26,44,,,57,28.6,23,,,,88,45,89,65,23.5,26.8,72,66,79,70,15.8,19.1,62,,,78,84.6,92.3,67,42.1,39.2,,29.5,,93,88.3,96.5,13121,GA,1066710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121010511,Fulton County,2022,53,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,58,48,43,46,40,49,-5.2,-26.7,42,12.4,-9.1,38,2,1.2,3,78.2,58,74,86.7,92.9,47,59.5,58.2,54,55,54,30,-13.7,-28.6,53,,,81,28.6,93.6,20,4,2.2,55,45,50,88,23.5,33.7,62,74,49,73,15.8,33,76,,,54,84.6,85.8,47,42.1,42.5,,29.5,,46,88.3,87.8,13121,GA,1066710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121011416,Fulton County,2022,64,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,60,68,56,68,44,57,-5.2,-3.5,78,12.4,44.8,40,2,1.3,26,78.2,72.7,92,86.7,97.4,16,59.5,43.6,64,50,79,40,-13.7,-26.8,70,,,41,28.6,0.5,60,4,4.8,90,45,91,87,23.5,33,72,62,81,36,15.8,-2.9,89,,,95,84.6,97.1,74,42.1,38,74,29.5,41.7,81,88.3,93.3,13121,GA,1066710,,,,,,,,,,,,,Census Tract 114.16; Fulton County; Georgia,B02001_002,4461,671,Census Tract 114.16; Fulton County; Georgia,B15003_022,1661,372,Census Tract 114.16; Fulton County; Georgia,B01001_026,2637,324,Census Tract 114.16; Fulton County; Georgia,B23025_005,75,54,Census Tract 114.16; Fulton County; Georgia,B19019_001,144444,12389,Census Tract 114.16; Fulton County; Georgia,B08201_002,35,40,Census Tract 114.16; Fulton County; Georgia,B17001A_002,80,64,Census Tract 114.16; Fulton County; Georgia,B15003_017,264,135
13121006700,Fulton County,2022,43,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,48,38,42,43,40,26,-5.2,-30.6,60,12.4,70.6,83,2,7.8,18,78.2,70.2,35,86.7,81.5,23,59.5,47.2,52,64,39,80,-13.7,110.3,41,,,71,28.6,105.1,2,4,0.9,70,45,66,44,23.5,22.2,36,38,34,65,15.8,38.1,10,,,,84.6,,31,42.1,45.3,,29.5,,37,88.3,86.4,13121,GA,1066710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13071970600,Colquitt County,2022,44,6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area",0,,Georgia,41,48,44,28,59,30,-5.2,-39.5,27,12.4,-66.1,24,2,0.6,86,78.2,85.9,37,86.7,82.5,90,59.5,82.9,55,51,59,47,-13.7,-12.5,59,,,48,28.6,23.7,76,4,6.1,44,45,40,56,23.5,24.8,36,45,27,61,15.8,20.2,29,,,26,84.6,75,19,42.1,48.4,52,29.5,30.3,10,88.3,79.5,13071,GA,45898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13089021417,DeKalb County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,58,51,45,60,30,51,-5.2,-8.2,69,12.4,203.5,29,2,0.8,9,78.2,65.3,37,86.7,82.4,44,59.5,56.7,60,39,80,34,-13.7,-27.4,54,,,29,28.6,0,85,4,7.6,98,45,98,56,23.5,24.8,59,74,44,79,15.8,51.9,69,,,15,84.6,67.8,64,42.1,39.7,37,29.5,23.6,58,88.3,89.6,13089,GA,764382,91,13,89,21417,214.17,Census Tract 214.17,G5020,S,1886070,38908,33.8396707,-84.3342163,Census Tract 214.17; DeKalb County; Georgia,B02001_002,2361,1109,Census Tract 214.17; DeKalb County; Georgia,B15003_022,638,250,Census Tract 214.17; DeKalb County; Georgia,B01001_026,2114,619,Census Tract 214.17; DeKalb County; Georgia,B23025_005,39,68,Census Tract 214.17; DeKalb County; Georgia,B19019_001,71540,9582,Census Tract 214.17; DeKalb County; Georgia,B08201_002,333,114,Census Tract 214.17; DeKalb County; Georgia,B17001A_002,807,858,Census Tract 214.17; DeKalb County; Georgia,B15003_017,347,226
13087970200,Decatur County,2022,46,6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area",0,,Georgia,45,48,64,62,67,67,-5.2,11.8,56,12.4,41.5,95,2,24.5,89,78.2,86.9,14,86.7,70.3,69,59.5,69.5,26,29,24,51,-13.7,0,,,,7,28.6,-18.8,,,,37,45,33,12,23.5,14,50,45,54,45,15.8,17.1,,,,49,84.6,84.3,59,42.1,40.8,78,29.5,46.1,29,88.3,85,13087,GA,29367,,,,,,,,,,,,,Census Tract 9702; Decatur County; Georgia,B02001_002,2413,452,Census Tract 9702; Decatur County; Georgia,B15003_022,91,58,Census Tract 9702; Decatur County; Georgia,B01001_026,1443,239,Census Tract 9702; Decatur County; Georgia,B23025_005,20,42,Census Tract 9702; Decatur County; Georgia,B19019_001,62328,14783,Census Tract 9702; Decatur County; Georgia,B08201_002,54,67,Census Tract 9702; Decatur County; Georgia,B17001A_002,301,211,Census Tract 9702; Decatur County; Georgia,B15003_017,924,239
13077170200,Coweta County,2022,50,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,47,54,56,68,45,83,-5.2,8.1,53,12.4,-7.3,28,2,0.8,56,78.2,79.3,58,86.7,89.1,39,59.5,54.9,50,39,62,55,-13.7,-14.4,23,,,38,28.6,13.3,59,4,4.7,66,45,61,61,23.5,25.9,44,35,54,28,15.8,-1.8,42,,,42,84.6,82,71,42.1,38.5,42,29.5,25.7,62,88.3,90.2,13077,GA,146158,,,,,,,,,,,,,Census Tract 1702; Coweta County; Georgia,B02001_002,6278,1043,Census Tract 1702; Coweta County; Georgia,B15003_022,931,226,Census Tract 1702; Coweta County; Georgia,B01001_026,3743,624,Census Tract 1702; Coweta County; Georgia,B23025_005,63,48,Census Tract 1702; Coweta County; Georgia,B19019_001,76071,12243,Census Tract 1702; Coweta County; Georgia,B08201_002,79,65,Census Tract 1702; Coweta County; Georgia,B17001A_002,733,628,Census Tract 1702; Coweta County; Georgia,B15003_017,1335,340
13215010401,Muscogee County,2022,52,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,41,62,62,61,62,72,-5.2,1.9,50,12.4,-3,43,2,1.5,53,78.2,78.8,54,86.7,88,99,59.5,93,44,30,59,30,-13.7,-28.6,30,,,30,28.6,8,71,4,5.7,55,45,50,50,23.5,23.5,48,32,65,31,15.8,-0.2,34,,,51,84.6,84.9,80,42.1,37.1,76,29.5,43.3,53,88.3,88.7,13215,GA,206922,,,,,,,,,,,,,Census Tract 104.01; Muscogee County; Georgia,B02001_002,5552,682,Census Tract 104.01; Muscogee County; Georgia,B15003_022,1283,374,Census Tract 104.01; Muscogee County; Georgia,B01001_026,3951,505,Census Tract 104.01; Muscogee County; Georgia,B23025_005,114,96,Census Tract 104.01; Muscogee County; Georgia,B19019_001,64603,8855,Census Tract 104.01; Muscogee County; Georgia,B08201_002,117,130,Census Tract 104.01; Muscogee County; Georgia,B17001A_002,805,490,Census Tract 104.01; Muscogee County; Georgia,B15003_017,941,245
13089023428,DeKalb County,2022,38,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,38,37,30,26,35,35,-5.2,-41.3,16,12.4,-48.8,56,2,2.5,3,78.2,59.7,46,86.7,85.6,,59.5,,52,70,35,85,-13.7,74.4,47,,,79,28.6,113.9,9,4,1.5,26,45,25,71,23.5,28.1,29,17,41,18,15.8,-0.9,16,,,11,84.6,64.4,48,42.1,42.5,,29.5,,63,88.3,90.2,13089,GA,764382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13223120301,Paulding County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,64,45,54,81,28,79,-5.2,10.1,83,12.4,183.9,44,2,1.6,17,78.2,69.7,47,86.7,85.7,2,59.5,30.1,52,64,41,85,-13.7,72.8,50,,,58,28.6,40.2,0,4,0.4,52,45,47,71,23.5,28.1,56,46,65,36,15.8,5.1,55,,,62,84.6,88.1,62,42.1,40.2,68,29.5,38.3,69,88.3,91.2,13223,GA,168661,,,,,,,,,,,,,Census Tract 1203.01; Paulding County; Georgia,B02001_002,4646,755,Census Tract 1203.01; Paulding County; Georgia,B15003_022,502,204,Census Tract 1203.01; Paulding County; Georgia,B01001_026,3516,572,Census Tract 1203.01; Paulding County; Georgia,B23025_005,163,146,Census Tract 1203.01; Paulding County; Georgia,B19019_001,75667,19521,Census Tract 1203.01; Paulding County; Georgia,B08201_002,198,112,Census Tract 1203.01; Paulding County; Georgia,B17001A_002,645,428,Census Tract 1203.01; Paulding County; Georgia,B15003_017,1133,539
13089023212,DeKalb County,2022,48,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,55,40,47,52,42,47,-5.2,-3.8,58,12.4,41,79,2,6.1,12,78.2,67,69,86.7,91.6,7,59.5,37.8,42,49,36,17,-13.7,-27.6,59,,,70,28.6,86.8,60,4,4.8,26,45,24,21,23.5,16.8,53,64,42,69,15.8,24.9,58,,,53,84.6,85.4,47,42.1,42.7,59,29.5,33.3,7,88.3,78.2,13089,GA,764382,,,,,,,,,,,,,Census Tract 232.12; DeKalb County; Georgia,B02001_002,44,41,Census Tract 232.12; DeKalb County; Georgia,B15003_022,389,143,Census Tract 232.12; DeKalb County; Georgia,B01001_026,1764,385,Census Tract 232.12; DeKalb County; Georgia,B23025_005,248,142,Census Tract 232.12; DeKalb County; Georgia,B19019_001,64698,20325,Census Tract 232.12; DeKalb County; Georgia,B08201_002,55,90,Census Tract 232.12; DeKalb County; Georgia,B17001A_002,2,4,Census Tract 232.12; DeKalb County; Georgia,B15003_017,619,369
13231010200,Pike County,2022,49,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,54,44,53,62,44,62,-5.2,5.6,62,12.4,30.2,46,2,1.7,72,78.2,82.7,45,86.7,85.2,11,59.5,40.6,43,48,38,61,-13.7,7.3,,,,35,28.6,18.9,,,,55,45,50,21,23.5,16.8,50,51,50,51,15.8,14.1,,,,80,84.6,92.9,61,42.1,40.3,32,29.5,21.7,25,88.3,84.1,13231,GA,18889,,,,,,,,,,,,,Census Tract 102; Pike County; Georgia,B02001_002,3301,505,Census Tract 102; Pike County; Georgia,B15003_022,326,86,Census Tract 102; Pike County; Georgia,B01001_026,2028,242,Census Tract 102; Pike County; Georgia,B23025_005,27,29,Census Tract 102; Pike County; Georgia,B19019_001,82813,15916,Census Tract 102; Pike County; Georgia,B08201_002,18,20,Census Tract 102; Pike County; Georgia,B17001A_002,143,78,Census Tract 102; Pike County; Georgia,B15003_017,813,190
13115000800,Floyd County,2022,54,3,"Metro - Counties in metro areas of fewer than 250,000 population",0,,Georgia,45,64,70,72,68,73,-5.2,9.5,72,12.4,48.2,64,2,3.3,49,78.2,77.9,84,86.7,95.2,73,59.5,71.5,40,20,60,16,-13.7,-27.9,9,,,35,28.6,12.9,92,4,9.7,55,45,50,34,23.5,20.1,54,44,64,34,15.8,1.5,53,,,50,84.6,84.6,59,42.1,40.6,85,29.5,52.9,61,88.3,90,13115,GA,98584,,,,,,,,,,,,,Census Tract 8; Floyd County; Georgia,B02001_002,3965,589,Census Tract 8; Floyd County; Georgia,B15003_022,753,223,Census Tract 8; Floyd County; Georgia,B01001_026,2707,438,Census Tract 8; Floyd County; Georgia,B23025_005,88,82,Census Tract 8; Floyd County; Georgia,B19019_001,88651,14145,Census Tract 8; Floyd County; Georgia,B08201_002,154,144,Census Tract 8; Floyd County; Georgia,B17001A_002,307,238,Census Tract 8; Floyd County; Georgia,B15003_017,833,275
13313000800,Whitfield County,2022,50,3,"Metro - Counties in metro areas of fewer than 250,000 population",0,,Georgia,42,59,54,32,76,32,-5.2,-41.6,31,12.4,-46.7,96,2,28.3,73,78.2,82.7,57,86.7,88.9,76,59.5,73.9,48,60,37,68,-13.7,-6.8,75,,,37,28.6,7.3,2,4,0.8,38,45,35,71,23.5,28.1,48,34,63,29,15.8,-2.8,40,,,76,84.6,91.8,32,42.1,45.2,,29.5,,82,88.3,93.6,13313,GA,102864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13079070201,Crawford County,2022,47,3,"Metro - Counties in metro areas of fewer than 250,000 population",1,,Georgia,52,42,59,68,50,77,-5.2,9.5,60,12.4,29.3,55,2,2.5,92,78.2,87.8,47,86.7,85.7,7,59.5,37.9,28,43,14,19,-13.7,-23.8,,,,67,28.6,82.4,,,,8,45,9,19,23.5,16.4,54,46,61,46,15.8,14.3,,,,52,84.6,85.3,92,42.1,34.1,,29.5,,39,88.3,86.6,13079,GA,12130,1320,13,79,70201,702.01,Census Tract 702.01,G5020,S,225462327,1266527,32.7256566,-83.8901269,Census Tract 702.01; Crawford County; Georgia,B02001_002,5015,541,Census Tract 702.01; Crawford County; Georgia,B15003_022,207,136,Census Tract 702.01; Crawford County; Georgia,B01001_026,2287,308,Census Tract 702.01; Crawford County; Georgia,B23025_005,301,146,Census Tract 702.01; Crawford County; Georgia,B19019_001,60043,16945,Census Tract 702.01; Crawford County; Georgia,B08201_002,0,20,Census Tract 702.01; Crawford County; Georgia,B17001A_002,552,373,Census Tract 702.01; Crawford County; Georgia,B15003_017,1191,285
13297110300,Walton County,2022,42,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,44,39,40,33,47,37,-5.2,-32.9,29,12.4,-22.9,32,2,1,88,78.2,86.4,17,86.7,72.3,52,59.5,60.7,50,50,49,49,-13.7,-18.1,66,,,36,28.6,1.9,55,4,4.4,5,45,5,87,23.5,33.3,36,50,22,23,15.8,7.4,77,,,11,84.6,64.6,35,42.1,44.7,,29.5,,19,88.3,82.8,13297,GA,96673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13029920303,Bryan County,2022,62,2,"Metro - Counties in metro areas of 250,000 to 1 million population",1,,Georgia,61,62,59,68,50,67,-5.2,0.5,70,12.4,70.3,82,2,7.1,53,78.2,78.7,47,86.7,85.8,17,59.5,44.4,68,64,71,89,-13.7,18.4,43,,,61,28.6,34.9,71,4,5.7,63,45,57,80,23.5,30.7,58,52,64,45,15.8,13.7,59,,,54,84.6,85.7,84,42.1,36.2,81,29.5,48.1,35,88.3,86.2,13029,GA,44738,1189,13,29,920303,9203.03,Census Tract 9203.03,G5020,S,9166620,86455,31.9388503,-81.3220146,Census Tract 9203.03; Bryan County; Georgia,B02001_002,3916,912,Census Tract 9203.03; Bryan County; Georgia,B15003_022,712,251,Census Tract 9203.03; Bryan County; Georgia,B01001_026,3693,467,Census Tract 9203.03; Bryan County; Georgia,B23025_005,211,127,Census Tract 9203.03; Bryan County; Georgia,B19019_001,69331,11421,Census Tract 9203.03; Bryan County; Georgia,B08201_002,98,101,Census Tract 9203.03; Bryan County; Georgia,B17001A_002,529,429,Census Tract 9203.03; Bryan County; Georgia,B15003_017,505,203
13215010104,Muscogee County,2022,50,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,47,54,42,34,51,47,-5.2,-24.5,22,12.4,-51.8,35,2,1.1,32,78.2,74.2,59,86.7,89.3,77,59.5,74.4,58,54,62,70,-13.7,-2.8,38,,,53,28.6,37.1,80,4,6.7,62,45,57,43,23.5,21.8,52,54,49,54,15.8,13.9,53,,,49,84.6,84.2,24,42.1,46.9,53,29.5,30.7,69,88.3,91.3,13215,GA,206922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13135050542,Gwinnett County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,62,47,46,69,23,69,-5.2,3.8,,12.4,,27,2,0.7,1,78.2,47.3,55,86.7,88.3,8,59.5,38.7,73,70,76,69,-13.7,-11.4,68,,,72,28.6,38.8,75,4,6.1,63,45,58,91,23.5,34.8,45,48,42,40,15.8,12.7,56,,,30,84.6,76.9,76,42.1,37.8,,29.5,,20,88.3,82.9,13135,GA,957062,1247,13,135,50542,505.42,Census Tract 505.42,G5020,S,3643684,41390,33.9495818,-84.1250112,Census Tract 505.42; Gwinnett County; Georgia,B02001_002,869,378,Census Tract 505.42; Gwinnett County; Georgia,B15003_022,542,218,Census Tract 505.42; Gwinnett County; Georgia,B01001_026,2971,619,Census Tract 505.42; Gwinnett County; Georgia,B23025_005,86,74,Census Tract 505.42; Gwinnett County; Georgia,B19019_001,42545,5044,Census Tract 505.42; Gwinnett County; Georgia,B08201_002,207,90,Census Tract 505.42; Gwinnett County; Georgia,B17001A_002,3,6,Census Tract 505.42; Gwinnett County; Georgia,B15003_017,783,326
13121007703,Fulton County,2022,44,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,49,39,42,50,35,40,-5.2,-11.9,59,12.4,42.5,52,2,2.1,9,78.2,65.8,66,86.7,90.9,14,59.5,42.7,51,56,46,84,-13.7,188.9,27,,,58,28.6,44,24,4,2.4,67,45,62,48,23.5,23.1,38,41,36,37,15.8,8.1,45,,,27,84.6,75.8,48,42.1,42.5,59,29.5,33.6,9,88.3,79,13121,GA,1066710,187,13,121,7703,77.03,Census Tract 77.03,G5020,S,4526581,5090,33.7039885,-84.5086077,Census Tract 77.03; Fulton County; Georgia,B02001_002,44,64,Census Tract 77.03; Fulton County; Georgia,B15003_022,385,128,Census Tract 77.03; Fulton County; Georgia,B01001_026,1851,394,Census Tract 77.03; Fulton County; Georgia,B23025_005,111,82,Census Tract 77.03; Fulton County; Georgia,B19019_001,56063,20054,Census Tract 77.03; Fulton County; Georgia,B08201_002,221,121,Census Tract 77.03; Fulton County; Georgia,B17001A_002,0,14,Census Tract 77.03; Fulton County; Georgia,B15003_017,575,204
13151070310,Henry County,2022,63,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,68,58,64,76,52,76,-5.2,15.8,77,12.4,96,26,2,0.7,77,78.2,83.6,90,86.7,96.7,17,59.5,44.6,56,67,45,42,-13.7,-21.9,81,,,79,28.6,83.9,9,4,1.4,59,45,54,68,23.5,27.4,70,62,78,69,15.8,23.7,55,,,94,84.6,96.7,99,42.1,30.6,69,29.5,38.7,49,88.3,88.2,13151,GA,240712,671,13,151,70310,703.1,Census Tract 703.10,G5020,S,14392581,153690,33.4655887,-84.1876766,Census Tract 703.10; Henry County; Georgia,B02001_002,3076,502,Census Tract 703.10; Henry County; Georgia,B15003_022,752,240,Census Tract 703.10; Henry County; Georgia,B01001_026,2671,319,Census Tract 703.10; Henry County; Georgia,B23025_005,159,108,Census Tract 703.10; Henry County; Georgia,B19019_001,91005,12150,Census Tract 703.10; Henry County; Georgia,B08201_002,49,46,Census Tract 703.10; Henry County; Georgia,B17001A_002,187,145,Census Tract 703.10; Henry County; Georgia,B15003_017,1263,341
13253200300,Seminole County,2022,46,8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area",0,,Georgia,62,31,52,55,49,60,-5.2,8.1,50,12.4,31.5,95,2,22.3,39,78.2,76.1,6,86.7,63.4,57,59.5,63.2,40,50,30,58,-13.7,6.2,,,,43,28.6,33.3,73,4,5.9,12,45,12,5,23.5,10.6,47,80,14,80,15.8,74.9,,,,31,84.6,77.2,1,42.1,65.1,20,29.5,16.5,5,88.3,76.7,13253,GA,9147,,,,,,,,,,,,,Census Tract 2003; Seminole County; Georgia,B02001_002,1930,338,Census Tract 2003; Seminole County; Georgia,B15003_022,233,92,Census Tract 2003; Seminole County; Georgia,B01001_026,1442,196,Census Tract 2003; Seminole County; Georgia,B23025_005,65,62,Census Tract 2003; Seminole County; Georgia,B19019_001,61250,35352,Census Tract 2003; Seminole County; Georgia,B08201_002,221,105,Census Tract 2003; Seminole County; Georgia,B17001A_002,405,210,Census Tract 2003; Seminole County; Georgia,B15003_017,776,168
